[MoviePy] >>>> Building video output.mp4
[MoviePy] Writing video output.mp4
[MoviePy] Done.
[MoviePy] >>>> Video ready: output.mp4 

         1172247431 function calls (1172212343 primitive calls) in 5261.091 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    1.242    1.242 cbook.py:7(<module>)
        3    0.000    0.000    0.000    0.000 cbook.py:81(warn_deprecated)
        1    0.000    0.000    0.000    0.000 cbook.py:861(Sorter)
        1    0.000    0.000    0.000    0.000 cbook.py:909(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:969(Null)
        1    0.000    0.000    0.004    0.004 censure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 censure.py:111(CENSURE)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.038    0.038 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2041(Chebyshev)
        1    0.000    0.000    0.001    0.001 chebyshev.py:87(<module>)
        1    0.000    0.000    0.003    0.003 chunk.py:1(<module>)
       22    0.000    0.000    0.002    0.000 chunk.py:15(keepdims_wrapper)
        1    0.000    0.000    0.000    0.000 class_weight.py:5(<module>)
        1    0.000    0.000    0.865    0.865 classes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 classes.py:14(LinearSVC)
        1    0.000    0.000    0.000    0.000 classes.py:226(LinearSVR)
        1    0.000    0.000    0.000    0.000 classes.py:38(BaseDefinition)
        1    0.000    0.000    0.000    0.000 classes.py:387(SVC)
        1    0.000    0.000    0.000    0.000 classes.py:402(Completion)
        1    0.000    0.000    0.046    0.046 classes.py:5(<module>)
        1    0.000    0.000    0.000    0.000 classes.py:500(Definition)
        2    0.000    0.000    0.000    0.000 classes.py:54(<genexpr>)
        1    0.000    0.000    0.000    0.000 classes.py:546(NuSVC)
        1    0.000    0.000    0.000    0.000 classes.py:606(CallSignature)
        1    0.000    0.000    0.000    0.000 classes.py:679(_Param)
        1    0.000    0.000    0.000    0.000 classes.py:695(_Help)
        1    0.000    0.000    0.000    0.000 classes.py:696(SVR)
        1    0.000    0.000    0.000    0.000 classes.py:810(NuSVR)
        1    0.000    0.000    0.000    0.000 classes.py:923(OneClassSVM)
        1    0.000    0.000    0.001    0.001 classification.py:1(<module>)
        1    0.000    0.000    0.000    0.000 classification.py:227(RadiusNeighborsClassifier)
        1    0.000    0.000    0.000    0.000 classification.py:23(KNeighborsClassifier)
        1    0.000    0.000    0.000    0.000 classification.py:8(<module>)
        1    0.000    0.000    0.000    0.000 cli.py:107(IsMultiline)
        1    0.000    0.000    0.000    0.000 cli.py:119(IsReadOnly)
        1    0.000    0.000    0.000    0.000 cli.py:131(HasValidationError)
        1    0.000    0.000    0.000    0.000 cli.py:143(HasArg)
        1    0.000    0.000    0.000    0.000 cli.py:155(HasSearch)
        1    0.000    0.000    0.000    0.000 cli.py:167(IsReturning)
        1    0.000    0.000    0.000    0.000 cli.py:179(IsAborting)
        1    0.000    0.000    0.000    0.000 cli.py:191(IsExiting)
        1    0.000    0.000    0.000    0.000 cli.py:203(IsDone)
        1    0.000    0.000    0.000    0.000 cli.py:215(RendererHeightIsKnown)
        1    0.000    0.000    0.000    0.000 cli.py:233(InEditingMode)
        1    0.000    0.000    0.000    0.000 cli.py:253(ViMode)
        1    0.000    0.000    0.000    0.000 cli.py:262(ViNavigationMode)
        1    0.000    0.000    0.000    0.000 cli.py:281(ViInsertMode)
        1    0.000    0.000    0.000    0.000 cli.py:297(ViInsertMultipleMode)
        1    0.000    0.000    0.015    0.015 cli.py:3(<module>)
        1    0.000    0.000    0.000    0.000 cli.py:313(ViReplaceMode)
        1    0.000    0.000    0.000    0.000 cli.py:329(ViSelectionMode)
        1    0.000    0.000    0.000    0.000 cli.py:341(ViWaitingForTextObjectMode)
        1    0.000    0.000    0.000    0.000 cli.py:353(ViDigraphMode)
        1    0.000    0.000    0.000    0.000 cli.py:365(EmacsMode)
        1    0.000    0.000    0.000    0.000 cli.py:375(EmacsInsertMode)
        1    0.000    0.000    0.000    0.000 cli.py:388(EmacsSelectionMode)
        1    0.000    0.000    0.000    0.000 cli.py:43(HasFocus)
        1    0.000    0.000    0.000    0.000 cli.py:63(InFocusStack)
        1    0.000    0.000    0.000    0.000 cli.py:83(HasSelection)
        1    0.000    0.000    0.000    0.000 cli.py:95(HasCompletions)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1221(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1271(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1276(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1279(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1282(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1287(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1290(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1293(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1308(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1311(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1314(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1317(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1320(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1327(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1332(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:164(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.309    0.309 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 client.py:739(HTTPConnection)
        1    0.000    0.000    0.000    0.000 clipboard.py:2(<module>)
        1    0.000    0.000    0.000    0.000 clipboard.py:9(ClipboardEmpty)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:121(_walk_global_ops)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:132(CloudPickler)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:136(__init__)
       12    0.000    0.000    0.045    0.004 cloudpickle.py:143(dump)
       12    0.000    0.000    0.035    0.003 cloudpickle.py:192(save_codeobject)
    72/12    0.001    0.000    0.045    0.004 cloudpickle.py:212(save_function)
       12    0.000    0.000    0.044    0.004 cloudpickle.py:285(save_function_tuple)
       12    0.000    0.000    0.001    0.000 cloudpickle.py:328(extract_code_globals)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:341(<genexpr>)
       12    0.000    0.000    0.001    0.000 cloudpickle.py:354(extract_func_data)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:374(<listcomp>)
       24    0.000    0.000    0.003    0.000 cloudpickle.py:384(save_builtin_function)
    72/60    0.001    0.000    0.027    0.000 cloudpickle.py:390(save_global)
        1    0.000    0.000    0.001    0.001 cloudpickle.py:42(<module>)
    48/12    0.001    0.000    0.035    0.003 cloudpickle.py:545(save_reduce)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:671(inject_addons)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:678(is_tornado_coroutine)
       12    0.000    0.000    0.046    0.004 cloudpickle.py:702(dumps)
       12    0.000    0.000    0.000    0.000 cloudpickle.py:81(islambda)
        1    0.000    0.000    0.000    0.000 cm.py:179(ScalarMappable)
       33    0.000    0.000    0.000    0.000 cm.py:29(_reverser)
       32    0.000    0.000    0.000    0.000 cm.py:35(revcmap)
       63    0.000    0.000    0.000    0.000 cm.py:47(<listcomp>)
       76    0.000    0.000    0.001    0.000 cm.py:52(_reverse_cmap_spec)
        1    0.000    0.000    0.022    0.022 cm.py:6(<module>)
        2    0.000    0.000    0.000    0.000 cm.py:64(<listcomp>)
      152    0.000    0.000    0.018    0.000 cm.py:68(_generate_cmap)
        1    0.000    0.000    0.000    0.000 cmd.py:43(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.009    0.009 cobyla.py:11(<module>)
        1    0.000    0.000    0.000    0.000 code.py:16(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 code.py:163(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 code.py:169(InteractivelyDefined)
        1    0.000    0.000    0.001    0.001 code.py:175(CodeMagics)
        1    0.000    0.000    0.003    0.003 code.py:2(<module>)
        1    0.000    0.000    0.016    0.016 code.py:3(<module>)
        1    0.000    0.000    0.000    0.000 code.py:42(MacroToEdit)
        2    0.000    0.000    0.000    0.000 codecs.py:185(__init__)
       57    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
       57    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
      160    0.001    0.000    0.002    0.000 codecs.py:318(decode)
        1    0.000    0.000    0.000    0.000 codecs.py:93(__new__)
        1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 codeop.py:57(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
        1    0.000    0.000    0.067    0.067 collections.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1017(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1082(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1089(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1096(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1272(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1527(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1547(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1637(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1692(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1762(QuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:46(Collection)
        1    0.000    0.000    0.000    0.000 collections.py:828(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:877(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:903(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:970(BrokenBarHCollection)
        1    0.000    0.000    0.056    0.056 colorable.py:10(<module>)
        1    0.000    0.000    0.000    0.000 colorable.py:20(Colorable)
        1    0.000    0.000    0.000    0.000 coloransi.py:102(NoColors)
        1    0.000    0.000    0.000    0.000 coloransi.py:111(ColorScheme)
        8    0.000    0.000    0.000    0.000 coloransi.py:113(__init__)
        1    0.000    0.000    0.000    0.000 coloransi.py:126(ColorSchemeTable)
        2    0.000    0.000    0.000    0.000 coloransi.py:135(__init__)
        8    0.000    0.000    0.000    0.000 coloransi.py:158(add_scheme)
        1    0.000    0.000    0.000    0.000 coloransi.py:164(set_active_scheme)
        1    0.000    0.000    0.000    0.000 coloransi.py:175(<listcomp>)
        1    0.000    0.000    0.003    0.003 coloransi.py:3(<module>)
        2    0.000    0.000    0.000    0.000 coloransi.py:48(make_color_table)
        1    0.000    0.000    0.000    0.000 coloransi.py:57(TermColors)
        1    0.000    0.000    0.000    0.000 coloransi.py:74(InputTermColors)
        1    0.000    0.000    0.000    0.000 colorbar.py:1258(ColorbarPatch)
        1    0.000    0.000    0.846    0.846 colorbar.py:20(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(ColorbarBase)
        1    0.000    0.000    0.000    0.000 colorbar.py:886(Colorbar)
        1    0.001    0.001    0.089    0.089 colorconv.py:53(<module>)
        1    0.000    0.000    0.003    0.003 colorlabel.py:1(<module>)
      147    0.000    0.000    0.000    0.000 colorlabel.py:21(<genexpr>)
     1304    0.002    0.000    0.006    0.000 colors.py:107(_is_nth_color)
        1    0.000    0.000    0.000    0.000 colors.py:1083(PowerNorm)
      372    0.001    0.000    0.012    0.000 colors.py:113(is_color_like)
        1    0.000    0.000    0.000    0.000 colors.py:1159(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1234(NoNorm)
      932    0.003    0.000    0.011    0.000 colors.py:128(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:1397(LightSource)
      349    0.003    0.000    0.005    0.000 colors.py:151(_to_rgba_no_colorcycle)
      344    0.000    0.000    0.000    0.000 colors.py:171(<genexpr>)
     1260    0.000    0.000    0.000    0.000 colors.py:201(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:279(ColorConverter)
      572    0.000    0.000    0.003    0.000 colors.py:311(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:400(Colormap)
      160    0.000    0.000    0.000    0.000 colors.py:412(__init__)
        1    0.000    0.000    0.002    0.002 colors.py:57(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:582(LinearSegmentedColormap)
      128    0.000    0.000    0.000    0.000 colors.py:589(__init__)
       64    0.001    0.000    0.017    0.000 colors.py:663(from_list)
        1    0.000    0.000    0.000    0.000 colors.py:701(ListedColormap)
       32    0.000    0.000    0.000    0.000 colors.py:708(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:72(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:73(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:773(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:89(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:896(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:94(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:967(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colorx.py:1(<module>)
        2    0.000    0.000    0.002    0.001 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:12(UncaughtAttributeError)
        4    0.000    0.000    0.000    0.000 common.py:189(to_list)
        1    0.000    0.000    0.000    0.000 common.py:25(safe_property)
        1    0.000    0.000    0.000    0.000 common.py:29(reraise_uncaught)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 common.py:59(PushBackIterator)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compatibility.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compatibility.py:13(LZMAFile)
        1    0.000    0.000    0.002    0.002 compatibility.py:2(<module>)
       24    0.000    0.000    0.002    0.000 compatibility.py:220(getargspec)
       35    0.000    0.000    0.000    0.000 compatibility.py:234(bind_method)
       24    0.000    0.000    0.002    0.000 compatibility.py:54(_getargspec)
        1    0.000    0.000    0.000    0.000 compilerop.py:11(<module>)
       10    0.000    0.000    0.000    0.000 compilerop.py:46(<genexpr>)
        1    0.000    0.000    0.000    0.000 compilerop.py:68(CachingCompiler)
        1    0.000    0.000    0.247    0.247 completer.py:104(<module>)
        1    0.000    0.000    0.000    0.000 completer.py:167(ProvisionalCompleterWarning)
        1    0.000    0.000    0.000    0.000 completer.py:326(_FakeJediCompletion)
        1    0.000    0.000    0.000    0.000 completer.py:346(Completion)
        1    0.000    0.000    0.000    0.000 completer.py:506(CompletionSplitter)
        1    0.000    0.000    0.000    0.000 completer.py:558(Completer)
        1    0.000    0.000    0.000    0.000 completer.py:927(IPCompleter)
        1    0.000    0.000    0.000    0.000 completion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 completion.py:118(Completer)
        1    0.000    0.000    0.000    0.000 completion.py:15(Completion)
        1    0.000    0.000    0.000    0.000 completion.py:2(<module>)
        1    0.000    0.000    0.001    0.001 completion.py:3(<module>)
        1    0.000    0.000    0.000    0.000 completion.py:81(Completion)
        1    0.000    0.000    0.000    0.000 completion.py:90(CompleteEvent)
        1    0.000    0.000    0.011    0.011 compressed.py:1(<module>)
       19    0.000    0.000    0.000    0.000 compressed.py:100(getnnz)
        1    0.000    0.000    0.000    0.000 compressed.py:1001(__set_has_canonical_format)
        1    0.000    0.000    0.000    0.000 compressed.py:1009(sum_duplicates)
        2    0.000    0.000    0.000    0.000 compressed.py:1040(__set_sorted)
        4    0.000    0.000    0.000    0.000 compressed.py:1065(prune)
        2    0.000    0.000    0.000    0.000 compressed.py:117(_set_self)
        4    0.000    0.000    0.001    0.000 compressed.py:128(check_format)
        1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
      4/2    0.000    0.000    0.003    0.001 compressed.py:25(__init__)
        1    0.000    0.000    0.000    0.000 compressed.py:633(_minor_reduce)
        1    0.000    0.000    0.000    0.000 compressed.py:980(__get_has_canonical_format)
        1    0.000    0.000    0.000    0.000 concatenate.py:1(<module>)
        1    0.000    0.000    0.850    0.850 config.py:1(<module>)
        1    0.000    0.000    0.412    0.412 config.py:13(try_cmd)
        1    0.000    0.000    0.001    0.001 config.py:2(<module>)
        1    0.000    0.000    0.000    0.000 config.py:28(ConfigMagics)
        5    0.000    0.000    0.000    0.000 config.py:73(get_setting)
        1    0.000    0.000    0.000    0.000 config_defaults.py:49(<module>)
        1    0.000    0.000    0.013    0.013 configurable.py:2(<module>)
        1    0.000    0.000    0.000    0.000 configurable.py:22(ConfigurableError)
        1    0.000    0.000    0.000    0.000 configurable.py:26(MultipleInstanceError)
        1    0.000    0.000    0.000    0.000 configurable.py:33(Configurable)
        1    0.000    0.000    0.000    0.000 configurable.py:332(LoggingConfigurable)
        1    0.000    0.000    0.000    0.000 configurable.py:346(SingletonConfigurable)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:10(Container)
        1    0.000    0.000    0.000    0.000 container.py:108(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:116(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 container.py:125(StemContainer)
        1    0.000    0.000    0.000    0.000 containers.py:1623(ConditionalContainer)
        1    0.000    0.000    0.000    0.000 containers.py:220(VSplit)
        1    0.000    0.000    0.000    0.000 containers.py:359(FloatContainer)
        1    0.000    0.000    0.000    0.000 containers.py:39(Container)
        1    0.000    0.000    0.009    0.009 containers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:545(Float)
        1    0.000    0.000    0.000    0.000 containers.py:593(WindowRenderInfo)
        1    0.000    0.000    0.000    0.000 containers.py:793(ScrollOffsets)
        1    0.000    0.000    0.000    0.000 containers.py:831(ColorColumn)
        1    0.000    0.000    0.000    0.000 containers.py:840(Window)
        1    0.000    0.000    0.000    0.000 containers.py:91(HSplit)
        2    0.000    0.000    0.019    0.009 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:102(LazyKnownContexts)
        1    0.000    0.000    0.000    0.000 context.py:108(LazyUnknownContext)
        1    0.000    0.000    0.000    0.000 context.py:116(LazyTreeContext)
        1    0.000    0.000    0.000    0.000 context.py:13(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:13(set_options)
        1    0.000    0.000    0.000    0.000 context.py:140(MergedLazyContexts)
        1    0.000    0.000    0.000    0.000 context.py:16(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:19(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:195(get_start_method)
        1    0.000    0.000    0.000    0.000 context.py:208(Process)
        1    0.000    0.000    0.000    0.000 context.py:214(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:217(__init__)
        1    0.000    0.000    0.000    0.000 context.py:22(AuthenticationError)
        2    0.000    0.000    0.000    0.000 context.py:221(get_context)
       36    0.000    0.000    0.000    0.000 context.py:254(<genexpr>)
        1    0.000    0.000    0.000    0.000 context.py:262(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:269(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:276(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:283(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:287(SpawnContext)
        1    0.000    0.000    0.000    0.000 context.py:29(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:291(ForkServerContext)
        1    0.000    0.000    0.000    0.000 context.py:3(<module>)
        1    0.000    0.000    0.000    0.000 context.py:39(cpu_count)
        2    0.000    0.000    0.000    0.000 context.py:46(defer_to_globals)
        1    0.000    0.000    0.000    0.000 context.py:5(Context)
        1    0.000    0.000    0.000    0.000 context.py:70(TreeContext)
        2    0.000    0.000    0.000    0.000 context.py:75(_)
        1    0.000    0.000    0.051    0.051 context.py:78(Semaphore)
        1    0.000    0.000    0.000    0.000 context.py:79(FlowContext)
        1    0.000    0.000    0.000    0.000 context.py:85(AbstractLazyContext)
        1    0.000    0.000    0.000    0.000 context.py:96(LazyKnownContext)
       36    0.000    0.000    0.002    0.000 contextlib.py:103(contextmanager)
       34    0.000    0.000    0.001    0.000 contextlib.py:131(helper)
       34    0.000    0.000    0.000    0.000 contextlib.py:37(__init__)
       34    0.000    0.000    0.044    0.001 contextlib.py:57(__enter__)
       34    0.000    0.000    0.001    0.000 contextlib.py:63(__exit__)
        1    0.000    0.000    0.000    0.000 contexts.py:10(preserve_keys)
        1    0.000    0.000    0.000    0.000 contexts.py:3(<module>)
        1    0.000    0.000    0.000    0.000 contexts.py:63(NoOpContext)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:1387(QuadContourSet)
        1    0.000    0.000    0.675    0.675 contour.py:4(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:42(ClabelText)
        1    0.000    0.000    0.000    0.000 contour.py:57(ContourLabeler)
        1    0.000    0.000    0.000    0.000 contour.py:748(ContourSet)
        1    0.000    0.000    0.000    0.000 controls.py:169(TokenListControl)
        1    0.000    0.000    0.006    0.006 controls.py:3(<module>)
        1    0.000    0.000    0.000    0.000 controls.py:363(FillControl)
        1    0.000    0.000    0.000    0.000 controls.py:38(UIControl)
        1    0.000    0.000    0.000    0.000 controls.py:419(BufferControl)
        1    0.000    0.000    0.000    0.000 controls.py:97(UIContent)
        1    0.000    0.000    0.013    0.013 convex_hull.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        2    0.000    0.000    0.001    0.001 coo.py:118(__init__)
        5    0.000    0.000    0.000    0.000 coo.py:186(getnnz)
        1    0.000    0.000    0.000    0.000 coo.py:21(coo_matrix)
        2    0.000    0.000    0.001    0.000 coo.py:212(_check)
        1    0.000    0.000    0.001    0.001 coo.py:301(tocsr)
        1    0.000    0.000    0.000    0.000 coo.py:449(sum_duplicates)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1026(LinearModelCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1221(LassoCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1367(ElasticNetCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1552(MultiTaskElasticNet)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1746(MultiTaskLasso)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1861(MultiTaskElasticNetCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:2040(MultiTaskLassoCV)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:503(ElasticNet)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:787(Lasso)
        1    0.000    0.000    0.026    0.026 coordinate_descent.py:8(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:110(_copy_immutable)
      902    0.004    0.000    0.007    0.000 copy.py:269(_reconstruct)
      903    0.003    0.000    0.014    0.000 copy.py:67(copy)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
      902    0.000    0.000    0.001    0.000 copyreg.py:87(__newobj__)
       33    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        4    0.000    0.000    0.134    0.034 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1123(_DomainedBinaryOperation)
       43    0.000    0.000    0.002    0.000 core.py:113(get_object_signature)
        6    0.000    0.000    0.000    0.000 core.py:1144(__init__)
        1    0.000    0.000    0.000    0.000 core.py:130(MAError)
        1    0.000    0.000    0.000    0.000 core.py:138(MaskError)
        1    0.000    0.000    0.078    0.078 core.py:155(load_base_library)
        1    0.000    0.000    0.000    0.000 core.py:162(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 core.py:169(update_user_library)
        1    0.000    0.000    0.000    0.000 core.py:170(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:172(<listcomp>)
       23    0.000    0.000    0.002    0.000 core.py:177(iter_style_files)
        1    0.000    0.000    0.078    0.078 core.py:187(read_style_directory)
        1    0.001    0.001    0.007    0.007 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:219(reload_library)
        1    0.000    0.000    0.000    0.000 core.py:2357(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2363(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2526(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2574(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2688(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:428(literal)
       22    0.000    0.000    0.000    0.000 core.py:59(is_style_file)
        1    0.000    0.000    0.000    0.000 core.py:5918(mvoid)
       39    0.000    0.000    0.000    0.000 core.py:6064(isMaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:6120(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:6127(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6130(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:6230(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6287(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6291(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6301(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6305(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6358(_frommethod)
       26    0.000    0.000    0.002    0.000 core.py:6369(__init__)
       26    0.000    0.000    0.002    0.000 core.py:6374(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:7(EqualityHashKey)
        1    0.000    0.000    0.000    0.000 core.py:7850(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:7863(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7868(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:796(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        1    0.000    0.000    0.000    0.000 core.py:821(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:829(__init__)
        1    0.000    0.000    0.000    0.000 core.py:839(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:845(__init__)
        1    0.000    0.000    0.000    0.000 core.py:860(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:866(__init__)
        1    0.000    0.000    0.000    0.000 core.py:876(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:882(__init__)
        1    0.000    0.000    0.000    0.000 core.py:892(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:90(MaskedArrayFutureWarning)
       27    0.000    0.000    0.001    0.000 core.py:910(__init__)
        4    0.000    0.000    0.000    0.000 core.py:94(doc_note)
        1    0.000    0.000    0.001    0.001 core.py:941(Array)
        1    0.000    0.000    0.000    0.000 core.py:971(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:991(__init__)
        1    0.000    0.000    0.031    0.031 corner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 correlation_models.py:9(<module>)
        8    0.000    0.000    0.000    0.000 cp437.py:14(decode)
        1    0.000    0.000    0.000    0.000 crashhandler.py:73(CrashHandler)
        1    0.000    0.000    0.486    0.486 crashhandler.py:8(<module>)
